TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
231663901,101.01,,5,5,5,5,5,5,5,5,KP,KP,12.4069,0.006,,1,spoc,21:14:56.88,-55:52:18.71,12.641,0.044,-16.011,0.041,2459036.904104,0.000393,1.430343,0.00004,1.637794,0.026852,21.90892,0.260952,19976.630024,240.31696,13.576368,.683587,1281.272865,1525.914348,78.23216,375.31,4.411,5600,,4.48851,,.890774,.043847,,,"27",2018-09-05 18:34:18,2020-09-18 19:40:29,2020-09-19 10:00:02,"WASP-46 b"
149603524,102.01,,5,5,5,5,5,5,5,5,KP,KP,9.7109,0.006,,1,spoc,05:48:33.56,-63:59:17.98,-15.641,0.037,26.046,0.037,2459036.400867,0.000211,4.411929,0.00007,3.768659,0.016882,15.201498,0.077851,13903.537818,71.70098,14.590769,.654672,673.791661,1299.424819,167.8104,175.631,.588,6280,,4.32092,,1.21427,.054221,0.24,0.05,"27",2018-09-05 18:34:18,2020-10-12 00:55:25,2020-10-12 10:00:02,"WASP 62 b"
336732616,103.01,,5,5,5,5,5,5,5,5,KP,KP,11.5232,0.008,,1,spoc,20:49:49.8,-24:25:43.3,10.426,0.07,15.62,0.051,2458327.252563,0.000586,3.547854,0.000149,3.494333,0.049205,11.377524,0.133944,10424.37207,123.359314,14.581841,.196435,1212.004395,1504.859009,.800299,411.211,7.752,6351,,4.22896,,1.4,,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:31,2020-01-16 02:34:07,"HATS-3"
231670397,104.01,,5,5,5,5,5,5,5,5,KP,KP,9.8638,0.006,,1,spoc,21:19:47.93,-58:08:56.16,10.552,0.045,-10.658,0.043,2459038.863566,0.000955,4.087493,0.00032,5.602984,0.075253,3.826381,0.051854,3518.024086,47.758137,13.667798,.670757,2242.218597,1755.048963,34.222645,316.678,2.9655,6036,,3.93359,,2.21867,.102573,,,"1,27",2018-09-05 18:34:18,2020-09-18 19:20:05,2020-09-19 10:00:02,"WASP-73"
144065872,105.01,,5,5,5,5,5,5,5,5,KP,KP,9.4995,0.006,,1,spoc,22:29:49.88,-48:00:11.16,91.976,0.052,-6.861,0.069,2458326.50599,0.000156,2.184683,0.000028,2.85986,0.013496,12.682299,0.051028,11612.873441,46.99771,13.631036,.660112,1362.124772,1549.437178,238.78224,137.544,.7905,5630,,4.37759,,1.23824,.059698,,,"1,28",2018-09-05 18:34:19,2020-10-05 19:19:49,2020-10-05 19:46:26,"WASP-95"
38846515,106.01,,5,5,5,5,5,5,5,5,KP,KP,10.3157,0.006,,1,spoc,04:35:50.36,-64:01:37.34,10.845,0.035,-0.499,0.052,2458326.745117,0.000179,2.84938,0.000006,3.776111,0.01379,8.121677,0.02748,7452.432617,25.309372,9.06138,.02705,1311.385376,1534.80188,278.009491,364.411,2.729,6900,,4.438,,1,,,,"1,2,3,4,5,6",2018-09-05 18:34:18,2019-12-17 15:43:31,2020-01-16 02:34:07,"WASP-100b"
92352620,107.01,,5,5,5,5,5,5,5,5,KP,KP,9.6433,0.006,,1,spoc,20:55:07.98,-34:08:08.7,26.376,0.078,-44.947,0.059,2459039.335846,0.000386,3.949959,0.000128,4.552883,0.028823,14.009334,0.100987,12820.185499,93.008575,19.729856,.869864,1364.201304,1550.027362,131.48947,211.211,2.4835,6153,,4.18077,,1.71036,.074613,0.22,0.1,"1,27",2018-09-05 18:34:18,2020-09-18 19:26:23,2020-09-19 10:00:02,"WASP-94A (planet host)"
289793076,108.01,,5,5,5,5,5,5,5,5,KP,KP,13.163,0.01,,1,spoc,21:07:50.76,-26:05:48.19,3.479,0.063,-10.313,0.038,2458328.084864,0.000922,3.044616,0.000308,2.561663,0.099007,23.639619,0.907821,21537.575209,835.78503,11.916674,.456252,315.909422,1075.252335,20.395718,421.855,8.339,5523,,4.52192,,.809868,,,,"1,28",2018-09-05 18:34:19,2020-10-05 16:53:25,2020-10-05 16:00:01,"HATS-13"
29344935,109.01,,5,5,5,5,5,5,5,,KP,KP,13.2366,0.007,,1,spoc,20:52:51.71,-25:41:14.55,1.053,0.052,-9.881,0.029,2458326.127529,0.001296,2.766764,0.00027,2.643398,0.116306,17.236283,0.546449,15749.856668,503.17117,12.499106,.530989,505.883054,1209.573553,17.233343,513.011,9.1275,5346,,4.48823,,.984866,,,,"1,28",2018-09-05 18:34:19,2020-10-01 19:27:19,2020-10-02 10:00:02,"HATS-14"
281459670,110.01,,5,5,5,5,5,5,5,5,KP,KP,11.6714,0.006,,1,spoc,00:22:28.45,-59:56:33.32,-22.309,0.036,-4.893,0.034,2458328.040464,0.000446,3.174305,0.000044,2.723339,0.030983,17.075061,0.164396,15603.693104,151.40271,13.668801,.12625,662.491006,1293.94181,100.35208,342.14,2.912,5943,,4.42524,,1.06,,-0.1,0.1,"1,2,28",2018-09-05 18:34:19,2020-10-05 20:01:46,2020-10-05 19:46:26,"HATS-30"
355703913,111.01,,5,5,5,5,5,5,5,,KP,KP,13.183,0.006,,1,spoc,00:03:05.88,-62:28:09.54,2.894,0.024,4.911,0.025,2458326.106369,0.001084,2.106098,0.000069,1.574766,0.083967,13.580831,0.57385,12430.502967,528.39557,16.683676,14.132685,,,30.581211,508.842,3.896,5380,,4.4337,,.98,,0.245387,0.0875268,"1,2",2018-09-05 18:34:19,2020-10-02 14:20:58,2020-10-02 16:00:02,"HATS-34"
388104525,112.01,,5,5,5,5,5,5,5,5,KP,KP,11.6035,0.006,,1,spoc,03:43:44.07,-65:11:37.61,21.126,0.032,16.543,0.043,2459037.354353,0.000427,2.499946,0.00007,2.89011,0.035171,16.102002,0.148455,14721.062244,136.72289,13.898867,.72525,907.791464,1399.962083,95.759796,302.448,2.004,5650,,4.28867,,1.13732,.057776,,,"27,28",2018-09-05 18:34:19,2020-10-02 14:22:32,2020-10-02 16:00:02,"WASP-119 b"
97409519,113.01,,5,5,5,5,5,5,5,5,KP,KP,12.1893,0.006,,1,spoc,22:10:51.44,-30:44:58.99,-0.71,0.052,-14.516,0.049,2458327.053101,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.603516,212.405869,14.201803,.154789,615.165894,1270.1875,.829214,448.637,7.508,6050,,4.45061,,1.02,,,,"1",2018-09-05 18:34:19,2019-12-17 15:43:32,2020-01-16 02:34:07,"WASP-124"
25155310,114.01,,5,5,5,5,5,5,5,5,KP,KP,10.6103,0.006,,1,spoc,04:13:29.93,-69:13:35.73,63.134,0.045,53.433,0.039,2459037.897517,0.000579,3.289093,0.000155,3.401599,0.05391,7.325667,0.083836,6724.477517,77.21321,10.296608,.547118,759.243946,1338.79809,65.250206,216.526,.932,5800,,4.28004,,1.24175,.06108,0.20683,0.0458093,"1,2,3,4,5,6,27,28",2018-09-05 18:34:19,2020-10-01 19:52:27,2020-10-02 10:00:02,"WASP-126 b"
281541555,115.01,,5,5,5,5,5,5,5,5,KP,KP,13.0417,0.006,,1,spoc,00:26:48.63,-56:18:57.97,21.46,0.027,7.316,0.024,2458329.90069,0.001812,4.743164,0.000814,2.620786,0.164154,13.580938,0.682059,12430.599701,628.0025,10.661764,.482157,209.723137,970.579996,18.577425,453.808,3.894,5377,185,4.42476,2.00401,.877585,,,,"1,2,28",2018-09-05 18:34:19,2020-10-02 17:41:29,2020-10-02 16:00:02,"HATS-46"
238176110,116.01,,5,5,5,5,5,5,5,5,KP,KP,11.0443,0.006,,1,spoc,23:51:23.14,-70:09:10.3,96.185,0.041,-1.747,0.038,2459037.52846,0.000256,2.798686,0.00005,2.331443,0.023035,18.128744,0.10093,16558.565009,92.95573,11.711368,.725567,332.53955,1089.132144,175.47505,149.942,.5175,4920,,4.49371,,.906655,.055377,0.32,0.08,"27,28",2018-09-05 18:34:19,2020-10-05 19:36:06,2020-10-05 19:46:26,"WASP-91"
322307342,117.01,,5,5,5,5,5,5,5,5,PC,KP,11.7806,0.006,,1,spoc,01:00:01.46,-58:54:17.01,22.522,0.049,7.594,0.041,2458328.4809,0.00133,3.58719,0.000318,3.177795,0.116985,6.180415,0.16367,5676.201921,150.73468,15.300885,1.091445,1787.001743,1658.253771,20.942476,603.955,10.2025,5704.8,124.8,3.84,.08,2.00441,.105699,-0.25,0.0707107,"1,2,28",2018-09-05 18:34:59,2020-10-02 17:38:20,2020-10-02 16:00:02,"HATS-68"
266980320,118.01,,2,5,5,4,4,2,4,5,PC,CP,9.179,0.006,,1,spoc,23:18:14.22,-56:54:14.35,313.918,0.039,-20.177,0.043,2458329.199631,0.001235,6.036061,0.000637,2.123832,0.09961,1.85171,0.061023,1704.034261,56.202583,4.926376,.630906,242.435041,1006.395294,.830483,94.1719,.2512,5586,187,4.36763,.270247,1.0776,.128732,,,"1",2018-09-05 18:34:19,2020-07-23 18:30:02,2020-07-23 16:00:02,"HD 219666 b"
278683844,119.01,,1,5,5,5,2,1,4,,PC,,9.2789,0.006,,1,spoc,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2458327.615108,0.000807,5.54109,0.000023,2.721801,0.194735,0.630686,0.022535,580.71457,20.75554,2.003929,.737678,140.126655,877.505684,30.045902,66.6187,.1003,5332,184,4.56429,.272717,.829762,.100432,,,"1,2,3,4,5,6,8,9,10,11,12,13",2018-08-30 14:18:00,2020-10-07 14:18:38,2020-10-07 16:00:03,"follow up in progress; also observed in s27"
278683844,119.02,,4,5,5,5,2,4,4,5,PC,,9.2789,0.006,,2,spoc,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2458328.046387,0.002725,10.691632,0.000083,3.177466,0.415448,0.563905,0.028667,519.241028,26.402765,1.891011,.969714,58.334728,704.857849,19.546083,66.6187,.1003,5332,184,4.56429,.272717,.829762,.100432,,,"1,2,3,4,5,6,8,9,10,11,12,13",2018-10-19 23:49:46,2019-12-17 15:43:32,2020-01-16 02:34:07,"follow up in progress"
394137592,120.01,,3,5,5,3,4,4,4,,KP,CP,7.1062,0.006,,1,spoc,00:17:47.32,-66:21:32.14,64.763,0.049,-5.056,0.041,2458332.082764,0.000707,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90625,28.935114,12.215808,1.480912,,,32.900002,79.5702,.17345,5479.299805,57,3.77,.08,2.48771,.298399,-0.02,0.09,"1",2018-09-05 18:34:19,2019-12-17 15:43:32,2019-12-17 10:00:02,
207081058,121.01,,5,5,5,5,5,5,5,5,PC,FP,9.9358,0.006,,1,spoc,22:07:28.2,-41:48:55.84,49.561,0.042,-9.678,0.057,2458336.139771,0.00037,14.775056,0.000529,5.449073,0.03672,15.425729,0.106714,14107.169922,98.282562,14.783107,2.180077,119.985214,844.115112,.836588,182.169,1.0865,6053,193,4.3135,.321619,1.22591,.180608,,,"1",2018-09-05 18:34:19,2019-12-17 15:43:32,2020-01-16 02:34:07,"Warm Jupiter candidate with a possible secondary"
231702397,122.01,,2,4,4,2,2,3,4,5,PC,,13.084,0.007,,1,spoc,22:11:47.58,-58:56:45.91,138.138,0.089,-235.81,0.076,2458329.12146,0.002308,5.077677,0.000878,1.155359,0.447793,7.082388,0.848326,6501.890625,781.03241,2.386458,1.250847,6.457958,406.577698,.940471,62.118,.2158,3318,64,4.9581,.407256,.294,.051,,,"1",2018-09-05 18:34:19,2019-12-17 15:43:32,2020-01-16 02:34:07,"Small star with a small planet candidate"
290131778,123.01,,3,5,5,5,4,5,3,5,PC,CP,7.87598,0.011,,1,spoc,21:18:47.9,-26:36:58.95,23.236,0.157,-57.557,0.152,2458325.375658,0.000473,3.308907,0.000098,5.666183,0.027021,4.33984,0.025478,3989.16247,23.465498,17.225133,.874658,4557.443074,2095.55982,169.55592,161.498,2.4235,6188,194,4.27166,2.00586,2.62392,.132412,,,"1,28",2018-09-05 18:34:19,2020-10-05 19:04:17,2020-10-05 19:46:26,"HD 202772 A b"
29831208,124.01,,5,5,5,5,5,5,5,5,PC,FP,11.1311,0.006,,1,spoc,04:26:19.83,-67:48:22.87,7.888,0.108,32.653,0.115,2458326.544434,0.001148,1.84286,0.000046,1.719758,0.104861,2.684587,0.139724,2469.541504,128.681992,7.09999,9.345614,590.536682,1257.278442,22.854355,809.252,43.8985,5080,181,4.48159,2.00353,.877602,.877602,,,"1,3",2018-09-05 18:34:19,2019-12-17 15:43:39,2020-01-16 02:34:07,"known TOI"
52368076,125.01,,1,5,5,5,4,1,2,4,PC,CP,10.1985,0.006,,1,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458327.432906,0.001879,4.653811,0.000289,2.921928,0.288457,1.094846,0.054923,1007.882466,50.584927,2.863905,1.099036,188.107541,944.54206,17.438063,111.059,.442,5154,182,4.47072,.28501,.89927,.116155,,,"1,2,28",2018-09-05 18:34:19,2020-10-02 14:45:34,2020-10-02 16:00:02,"TOI-125 b"
52368076,125.02,,2,5,5,5,4,4,2,5,PC,CP,10.1985,0.006,,2,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458334.45669,0.002132,9.165477,0.004614,3.402207,0.445145,1.003517,0.113186,923.846023,104.24276,3.05681,.363099,73.234725,746.103391,7.748491,111.059,.442,5154,182,4.47072,.28501,.852266,.049719,,,"1,2,28",2018-09-05 18:34:19,2020-10-05 19:39:15,2020-10-05 19:46:26,"second planet (125.02)"
52368076,125.03,,1,4,1,5,4,4,1,5,PC,,10.1985,0.006,,3,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458342.851807,0.003286,19.981867,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211182,112.284874,2.899664,2.696121,26.945604,581.087769,10.261628,111.059,.442,5154,182,4.47072,.28501,.89927,.116155,,,"1,2",2018-10-19 23:49:42,2019-12-17 15:43:38,2020-01-16 02:34:07,"period is likely correct but possibly two independent single transits"
70440470,126.01,,5,5,5,5,5,5,5,5,PC,KP,12.7923,0.006,,1,spoc,22:37:57.43,-35:09:15.13,-9.326,0.041,-50.142,0.045,2458326.731043,0.000948,3.035469,0.000249,2.778886,0.088703,17.625303,0.443817,16102.450909,408.6872,13.789454,.793932,726.734021,1324.23061,26.409628,573.027,11.688,5751,189,4.35036,,1.07224,.053588,,,"1,28",2018-09-05 18:34:19,2020-10-05 19:56:07,2020-10-05 19:46:26,"WASP-12b"
234523599,127.01,,5,5,5,5,4,5,5,5,KP,CP,14.1266,0.007,,1,spoc,01:02:12.45,-61:45:22.08,78.858,0.087,-27.095,0.064,2458325.650197,0.000565,3.795288,0.000187,1.977548,0.061105,58.087448,1.158227,52094.548828,1066.1979,10.229242,.376445,18.084696,525.953749,33.569305,140.225,.86,3424,,4.438,,.445372,.01356,,,"1,2,28",2018-09-05 18:34:19,2020-10-05 19:51:33,2020-10-05 19:46:26,"HATS-71 b"
391949880,128.01,,1,5,5,1,4,4,4,2,PC,,7.9849,0.006,,1,spoc,05:18:05.03,-80:57:51.78,-49.146,0.042,45.307,0.046,2459064.262572,0.002352,4.943086,0.000956,2.574144,0.363069,0.429316,0.044145,395.336761,40.658245,2.341609,1.08831,438.461338,1167.085238,10.06996,68.4727,.119,6086,193,4.26269,.26143,1.12777,.049523,,,"27,28",2018-09-05 18:34:19,2020-10-05 19:21:58,2020-10-05 19:46:26,"There is a nearby (2"
201248411,129.01,,3,5,5,3,2,4,4,,PC,,9.9005,0.006,,1,spoc,00:00:44.55,-54:49:50.96,-202.815,0.031,-71.518,0.029,2458354.552404,0.000149,0.980962,0.000015,0.741801,0.017065,7.689998,0.180475,7057.726028,166.20943,8.510096,1.24831,719.581297,1320.96015,63.719086,61.7856,.0805,4486,175,4.49914,.338797,.764401,.062819,,,"2,28",2018-09-05 18:34:18,2020-10-01 19:32:02,2020-10-02 10:00:02,"TOI 129.01"
263003176,130.01,,1,4,1,5,2,3,4,3,PC,,7.4371,0.006,,1,spoc,00:50:11.23,-83:44:37.56,139.424,0.056,30.476,0.042,2458336.55957,0.002205,14.339928,0.003271,4.674277,0.530555,0.443928,0.026551,408.789337,24.453753,2.367528,1.131195,115.245193,835.651978,22.53896,57.5846,.0945,6295.700195,56.480999,4.438,,1.14366,.10287,,,"1,12,13",2018-09-05 18:34:18,2019-12-17 15:43:38,2020-01-16 02:34:07,"Centroid shift is almost a pixel away but there is no corresponding star in that position. There are two nearby stars Gmag=13 close to the NW and Gmag=18 to the SE. If the transit signal is on target it is a small planet around a bright star."
235037761,131.01,,5,5,5,5,5,5,5,5,PC,FP,9.8567,0.006,,1,spoc,23:35:18.89,-64:33:42.9,192.826,1.943,-31.069,1.785,2458326.06897,0.000449,6.240662,0.000179,1.569129,0.040222,9.940195,0.251547,9113.476562,231.656555,12.720704,4.591968,66.843452,729.263489,.815768,,,4174,172,4.34197,.433401,.903104,.188582,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:32,2020-01-16 02:34:07,"V shaped"
89020549,132.01,,2,4,4,2,2,4,4,3,PC,,10.8061,0.006,,1,spoc,22:33:35.92,-43:26:12.74,35.553,0.043,-53.055,0.054,2458326.903931,0.001768,2.109307,0.00025,2.068328,0.357938,1.498733,0.091942,1379.432007,84.678192,3.307084,1.646429,687.428894,1305.950439,.845486,163.678,.987,5673,188,4.55383,.4189,.87924,.176641,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:31,2020-01-16 02:34:07,"Possible centroid shift toward faint star to the SE"
219338557,133.01,,2,4,4,2,2,4,4,5,PC,,9.9762,0.006,,1,spoc,23:37:35.37,-58:57:18.28,196.638,0.043,-102.545,0.044,2458327.291382,0.002752,8.1952,0.001473,2.309555,0.457632,1.028066,0.089231,946.435791,82.18145,2.160801,1.917926,24.583944,567.914062,.821221,48.6326,.06345,4028,170,4.55902,.201108,.708945,.059908,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:32,2020-01-16 02:34:07,
234994474,134.01,,1,5,5,5,2,1,4,4,PC,,9.22978,0.007,,1,spoc,23:20:06.86,-60:03:56.63,-319.961,0.102,-127.781,0.115,2458326.033176,0.001456,1.401529,0.000167,1.239376,0.315853,0.738853,0.061133,680.276934,56.304096,1.635546,.99583,149.373295,891.636811,9.437463,25.1496,.0239,3794,69,4.67812,.063226,.597007,.01815,,,"1,28",2018-09-05 18:34:18,2020-10-02 17:54:49,2020-10-02 16:00:02,"Level 1 candidate"
267263253,135.01,,5,5,5,5,4,5,5,5,PC,CP,9.2205,0.006,,1,spoc,00:29:18.94,-76:18:14.52,-2.97,0.037,6.961,0.031,2459039.738438,0.000269,4.126847,0.000085,4.495379,0.021141,10.734048,0.075819,9837.713233,69.829056,16.148417,.664375,1470.787644,1579.454948,109.450096,196.852,.774,6888,204,4.23416,.355654,1.58737,.064754,,,"27,28",2018-09-05 18:34:18,2020-10-02 13:36:27,2020-10-02 16:00:02,"HD 2685b"
410153553,136.01,,1,5,5,5,4,1,4,1,PC,CP,11.9238,0.008,,1,spoc,22:41:59.09,-69:10:19.59,334.357,0.083,-726.974,0.086,2458325.72603,0.000322,0.46291,0.000011,0.520794,0.106125,5.094966,0.19426,4681.643995,178.9042,1.267697,.366063,64.621812,723.126924,.817114,14.8846,.0113,3043,63,5.09707,.426694,.179,.032,,,"1",2018-09-05 18:34:18,2020-09-18 14:39:51,2020-09-18 13:05:10,"Level 1 target. Potential short period small planet around an M dwarf."
176957796,137.01,,5,5,5,5,2,5,5,5,PC,FA,10.702,0.006,,1,spoc,06:45:11.4,-66:14:17.98,18.528,0.048,-67.531,0.041,2458327.369019,0.004306,4.819018,0.001436,3.035372,0.275922,1.959621,0.17443,1803.249756,160.643341,4.458667,.842854,99.169487,804.848755,8.547472,88.8838,.19925,4651,175,4.56937,.2,.85824,.150601,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:38,2020-07-24 12:00:35,
277683130,138.01,,5,5,5,5,5,5,5,5,PC,FP,9.5739,0.006,,1,spoc,21:55:42.24,-61:40:23.73,-23.8,2,2.8,1.9,2458328.058594,0.000797,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005859,195.5,8.294924,8.305693,267.799072,1031.744141,17.5,128.488,,5722,189,4.35582,2.00367,1.11119,1.11119,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:31,2020-01-16 02:34:07,
62483237,139.01,,1,4,4,5,4,3,1,2,PC,,9.3636,0.006,,1,spoc,22:25:36.58,-34:54:34.97,26.43,0.071,-30.255,0.08,2458334.896362,0.001811,11.058421,0.00257,2.136519,0.327214,1.48535,0.109118,1367.122803,100.496696,2.687866,1.814681,24.043659,564.767761,.888537,42.4061,.0763,4356,173,4.53491,.3608,.738419,.125859,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:32,2020-07-26 12:00:43,"Level 1 candidate"
140068425,140.01,,3,4,4,3,4,4,4,5,PC,,9.7828,0.006,,1,spoc,22:01:12.43,-49:03:36.28,32.489,0.077,-15.438,0.075,2458327.399292,0.001311,2.28139,0.000207,0.859711,0.116683,1.170393,0.107399,1077.390747,98.912842,5.069735,5.087404,1742.578491,1647.850586,.832334,337.105,5.7035,6174,194,4.27404,2.00568,1.31178,1.31178,,,"1",2018-09-05 18:34:18,2019-12-17 15:43:32,2020-01-16 02:34:07,
403224672,141.01,,1,5,5,5,4,1,2,1,PC,CP,7.384,0.006,,1,spoc,22:35:56.09,-59:51:53.38,-108.388,0.05,-84.419,0.064,2458325.538528,0.001209,1.008092,0.000123,1.545466,0.26052,0.21698,0.015235,199.825629,14.031903,1.660778,1.524292,3254.390954,1926.358797,11.333663,48.0883,.0989,5795.29,44.5804,4.438,,1.13187,.04892,,,"1,27,28",2018-09-05 18:34:18,2020-10-02 14:35:26,2020-10-02 16:00:02,"HD 213885 b"
425934411,142.01,,3,5,5,3,1,4,4,5,PC,,14.7109,0.007,,1,spoc,00:18:25.41,-62:50:52.35,6.11,0.068,5.18,0.059,2458325.489746,0.000851,0.853319,0.000024,1.139772,0.074358,30.666932,1.798922,27850.119141,1655.496704,21.801229,12.37259,516.976685,1216.151001,22.001486,320.237,4.469,3658,162,4.438,,1,,,,"1,2",2018-09-05 18:34:18,2019-12-17 15:43:32,2020-01-16 02:34:07,"Gaia stellar radii 0.69 Rsun."
25375553,143.01,,5,5,5,5,5,5,5,5,PC,KP,9.77486,0.006,,1,qlp,21:55:04.26,-22:36:45.36,12.885,0.101,-4.311,0.105,2458325.58249,0.000343,2.31097,.0,3.129,0.115,8.21747,0.000286,7540,.263301,17.5403,.851875,2080.04,1881,153,298.109,6.691,6371,197,3.94807,.439603,1.95,.09,,,"1,28",2018-09-05 18:34:18,2020-10-01 19:21:49,2020-10-02 10:00:02,"WASP-111b"
261136679,144.01,,1,5,5,5,4,1,1,1,KP,CP,5.1054,0.006,,1,spoc,05:37:11.83,-80:27:52.57,311.187,0.127,1048.84,0.136,2458325.505054,0.001062,6.267488,0.000611,3.029199,0.120433,0.340436,0.013037,313.503771,12.007657,2.143657,.290375,322.915284,1081.164805,23.12437,18.2702,.0226,5950,,4.438,,1.14889,.045025,0.0887839,0.00649598,"1,4,28",2018-09-05 18:34:18,2020-10-02 14:56:16,2020-10-02 16:00:02,"Pi Men c"
265612438,145.01,,3,4,4,3,2,4,4,5,PC,,11.6789,0.006,,1,qlp,22:12:41.93,-55:58:43.69,-5.816,0.065,-4.917,0.063,2458327.049561,0.00317,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.100098,2.32,10.357,.365187,502.843994,1319,22,438.421,8.695,5430.700195,64.5,4.4,2,1.62,.04,,,"1",2018-09-05 18:35:00,2019-12-17 15:43:31,2020-01-16 02:34:07,"Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star."
355636844,146.01,,5,5,5,5,5,5,5,,KP,FP,10.7124,0.006,,1,qlp,23:53:12.49,-56:00:47.71,65.392,1.57,-27.177,1.636,2458330.55618,0.00445,6.29632,0.00401,2.938,0.305,0.521278,0.002052,480,1.88992,,,,,10,739.632,639.884,,,,,,,,,"1,2",2018-09-05 18:35:00,2020-05-20 19:59:03,2020-05-20 16:00:02,"Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet."
220435095,147.01,,5,5,5,5,5,5,5,5,PC,FP,11.8999,0.006,,1,qlp,04:54:33.95,-57:30:48.43,5.001,0.053,22.236,0.054,2458326.6127,0.00056,3.42321,0.00001,2.336,0.082,9.038269,0.137224,8290,126.38,32.2452,3.77804,955.619,1548,170,820.079,16.5695,5620.9,134.5,3.6,.08,2.61,.16,-0.773322,0.1,"1,2,3,4,5,6,7,8,9,10,11,12,13",2018-09-05 18:35:00,2020-05-20 19:58:52,2020-09-04 12:00:24,"Visible secondary; very likely EB"
393940766,148.01,,3,4,4,3,2,3,4,5,PC,,11.7835,0.006,,1,spoc,22:33:16.99,-38:09:35.38,22.348,0.07,-25.839,0.072,2458327.33133,0.00241,4.867069,0.000678,3.23175,0.173399,5.370299,0.277904,4934.016164,255.92603,8.242563,.710538,463.120127,1183.159142,12.098785,395.257,9.729,5814.3,793.8,4.34,2,1.14676,.059186,,,"1,28",2018-09-05 18:35:00,2020-10-02 18:03:40,2020-10-02 16:00:02,"Planet candidate around 393940766 to the NW."
260985861,149.01,,3,5,5,3,2,4,4,5,PC,,10.8727,0.01,,1,spoc,05:06:32.44,-80:46:04.83,-7.91,0.16,22.707,0.195,2459038.813512,0.001128,3.339832,0.000305,4.187603,0.090673,9.763093,0.352361,8951.832534,324.48383,9.551007,.290669,522.464194,1219.365442,19.903278,380.81,9.2885,5095.6,1212.6,,,1,,,,"27",2018-09-05 18:35:00,2020-09-18 19:59:07,2020-09-19 10:00:02,"Source is apparently 260985864- which may be a planet depending on host star size."
271893367,150.01,,3,5,5,3,2,4,4,5,PC,,10.9031,0.006,,1,spoc,07:31:51.7,-73:36:21.73,-15.215,0.029,27.144,0.033,2459040.883113,0.001104,5.857698,0.000589,5.805932,0.093955,6.876295,0.107366,6313.288894,98.882545,13.549638,.656681,750.87244,1335.092298,37.94486,336.267,1.916,5982.9,108.8,4.03,.08,1.67987,.074126,0.211186,0.046085,"27",2018-09-05 18:34:59,2020-09-18 19:59:58,2020-09-19 10:00:02,"TOI 150 under investigation no TFOP disposition"
382302241,151.01,,5,5,5,5,5,5,5,5,PC,FP,11.0264,0.006,,1,qlp,05:33:23.79,-58:44:42.33,28.992,0.046,25.403,0.06,2458326.049316,0.00331,1.59783,0.00034,1.49,0.296,1.862211,0.004951,1713.689941,4.56,3.59995,.207255,955.676025,1548,10,137.504,.4555,5037.600098,64.800003,4.72,.2,.79,.02,0.102405,0.1,"1",2018-09-05 18:34:59,2019-12-17 15:43:31,2020-01-16 02:34:07,"Large with possible synchronization"
