TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
13021029,439.01,,5,5,5,5,5,5,5,5,KP,KP,11.7231,0.007,,1,qlp,05:01:11.92,-26:03:14.92,0.495,0.029,3.169,0.043,2458439.12362,0.00094,3.85605,0.00024,3.918,0.176,10.637872,0.001427,9750,1.31453,14.3513,.596093,1005.81,1568,85,488.66,5.497,6244.5,102.1,4.21,.08,1.43,.06,-0.123681,0.0694451,"5",2019-01-31 16:53:31,2020-05-20 19:58:53,2020-05-20 16:00:02,"WASP-61b"
143350972,440.01,,5,5,5,5,5,5,5,5,PC,FP,7.6818,0.006,,1,qlp,05:28:59.04,-17:25:46.43,-84.343,0.067,-75.221,0.074,2458439.135132,0.00219,1.0817,0.00014,1.588,0.222,0.370878,0.000538,341.53299,.495141,2.07554,.083749,2462.700928,1796.687988,26,49.3375,.09575,5759.200195,38.200001,4.45,.01,1.02,.01,0.0595743,0.00469596,"5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-03-04 12:58:47,"two stars in the same pixel;"
316916655,441.01,,5,5,5,5,5,5,5,5,PC,FP,9.19901,0.006,,1,qlp,04:57:53.47,-13:42:13.35,-10.626,0.042,-2.252,0.047,2458440.194458,0.00099,2.87436,0.00021,1.901,0.412,2.707301,0.006914,2490.409912,6.36835,7.91346,.685174,2011.819946,1865,65,183.952,.919,6805,242.199997,4.26,.34,1.44,.1,,,"5",2019-01-31 16:53:31,2019-12-17 15:43:35,2020-01-16 02:34:07,"SG1 check if the target is 316916663; possible odd-even"
70899085,442.01,,1,4,4,5,4,1,4,1,PC,,10.7329,0.007,,1,qlp,04:16:45.65,-12:05:05.51,49.766,0.044,-197.253,0.034,2458438.38552,0.00064,4.05203,0.00016,1.299,0.053,6.020784,0.002672,5530,2.46116,4.65049,.174175,13.4031,533,55,52.616,.11525,3779,157,4.64,.01,.61,.02,,,"5",2019-01-31 16:53:30,2020-05-20 19:58:54,2020-05-20 16:00:02,
117979897,443.01,,5,5,5,5,5,5,5,5,KP,KP,12.0682,0.006,,1,qlp,04:47:17.86,-17:06:54.62,7.532,0.034,-1.95,0.044,2458439.87246,0.00106,3.3106,0.00025,3.589,0.135,10.22131,0.002276,9370,2.09593,13.1661,.668595,969.42,1554,71,516.543,8.5035,6030,121.9,4.22,.08,1.35,.06,,,"5",2019-01-31 16:53:30,2020-05-20 19:58:52,2020-05-20 16:00:02,"WASP-141b"
179034327,444.01,,1,4,1,1,4,4,4,2,PC,,9.0567,0.006,,1,spoc,04:16:44.16,-26:45:59.07,-25.83,0.035,-116.428,0.045,2458417.604126,0.001868,17.96347,0.001435,3.895213,0.193377,1.397295,0.100663,1286.12854,92.70977,3.053783,.725682,27.357399,583.295288,12.197445,57.3973,.0827,5229,183,4.55429,.424663,.826425,.168012,,,"4,5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
14091704,445.01,,3,4,3,5,5,5,5,1,PC,FP,9.1577,0.006,,1,qlp,05:09:17.66,-36:35:27.72,21.66,0.059,-15.71,0.077,2458438.417236,0.0006,0.76502,0.00003,1.028,0.163,2.06634,0.003956,1901.359985,3.64386,7.67076,.453215,16372.5,3151,74,176.617,1.117,6307.899902,124.199997,3.97,.11,1.6,.06,-0.38,0.1,"5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-03-04 12:58:47,"V-shaped;"
1449640,446.01,,5,5,5,5,5,5,5,5,PC,FP,11.921,0.006,,1,qlp,05:00:41.18,-35:12:09.63,-6.448,0.034,-14.791,0.04,2458440.433594,0.00115,3.50175,0.0003,3.804,0.1,15.443493,0.002658,14123.299805,2.44777,22.169201,.476849,1131.390015,1615,71,674.155,10.14,6383.899902,54.599998,4.03,.18,1.7,.03,,,"5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,"likely EB; hint of secondary."
14091633,447.01,,5,5,5,5,5,5,5,5,PC,FP,8.8695,0.006,,1,qlp,05:09:02.44,-36:27:52.12,-7.173,0.046,18.997,0.063,2458440.935669,0.00029,5.52889,0.00015,2.351,0.061,22.678241,0.015918,20670.800781,14.661,20.404499,.815507,554.586792,1237.690674,176,126.177,.447,6350,95.400002,4.34,.3,1.29,.04,,,"5",2019-01-31 16:53:31,2019-12-17 15:43:35,2020-01-16 02:34:07,"big;"
1528696,448.01,,3,5,5,3,1,4,4,5,KP,,13.1686,0.006,,1,qlp,05:03:10.89,-30:23:58.06,-9.339,0.025,-21.995,0.026,2458438.40559,0.00109,0.88202,0.00007,0.58,0.093,10.637872,2.549966,9750,2345.85,16.8114,,326.744,1184,33,308.262,1.4125,4669,122,4.52,,.78,,,,"5",2019-01-31 16:53:31,2020-05-20 19:58:48,2020-05-20 16:00:02,"depth is 8 ppt"
139528693,449.01,,5,5,5,5,5,5,5,5,KP,KP,11.8282,0.007,,1,qlp,04:15:01.5,-22:06:59,-0.463,0.042,6.424,0.044,2458440.37673,0.00075,2.17542,0.00014,4.64,0.066,8.797437,0.000723,8070,.665662,18.7963,.952553,4375.49,2265,93,754.258,16.7375,6291,130.1,3.9,.09,2.06,.1,-0.07,0.05,"5",2019-01-31 16:53:30,2020-05-20 19:58:53,2020-05-20 16:00:02,"WASP-78b"
77951245,450.01,,5,5,5,5,5,5,5,5,PC,FP,12.4258,0.008,,1,spoc,05:16:01.22,-31:24:45.7,34.246,0.08,-0.735,0.089,2458443.168579,0.000333,10.714754,0.000131,2.054004,0.032468,63.61715,0.887528,56910,817.109924,34.688362,14.093402,8.606195,436.840149,110.893036,53.5063,.13255,3054,,4.438,,1,,,,"5,6",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,"Star likely to be small based on parallax and temperature which could indicate a smaller planet radius"
257605131,451.01,,1,4,1,1,2,4,4,4,PC,,10.2666,0.006,,1,qlp,04:11:51.93,-37:56:23.03,-11.167,0.039,12.375,0.054,2458416.62451,0.00447,8.18554,0.00177,4.436,1.068,2.184526,0.008662,2010,7.97841,4.05479,.338232,325.348,1183,15,123.739,.385,5481,127.6,4.56,.08,.86,.04,,,"4,5",2019-01-31 16:53:30,2020-05-20 19:58:59,2020-05-20 16:00:02,"may also be 2x period"
139733308,452.01,,5,5,5,5,5,5,5,5,KP,KP,11.9012,0.006,,1,qlp,04:28:53.48,-21:28:55.4,-0.026,0.036,-22.048,0.04,2458441.13252,0.00141,4.76407,0.00049,3.079,0.282,14.592199,0.007013,13350,6.45925,10.2989,.628341,234.38,1090,70,246.384,1.7305,5258,123,4.51,.08,.88,.05,,,"5",2019-01-31 16:53:30,2020-05-20 19:58:53,2020-05-20 16:00:02,"HATS-5b"
452808876,453.01,,5,5,5,5,5,5,5,5,KP,KP,9.538961,0.006,,1,qlp,04:50:38.54,01:53:37.81,-16.151,0.064,-18.866,0.044,2458438.96587,0.0004,2.70582,0.00008,4.968,0.031,8.173711,0.000117,7500,.107904,18.4904,.986603,3557.29,2151,205,275.664,3.0885,6441.6,145.8,3.91,.09,2.1,.11,0.152,0.014,"5",2019-01-31 16:53:30,2020-05-20 19:58:53,2020-05-20 16:00:02,"WASP-82b"
153077621,454.01,,1,4,1,1,2,4,4,4,PC,,9.441,0.037,,1,spoc,03:18:38.38,-42:38:32.38,-50.736,0.042,6.323,0.055,2458396.138306,0.002652,18.082556,0.001591,2.280524,0.095775,9.410908,0.571191,8630.30957,525.947876,3.344451,.894839,1.205262,267.233032,28.491219,78.7806,.16345,3321,117,4.95373,.559906,.296,.07,,,"3,4",2019-01-31 17:54:47,2019-12-17 15:43:34,2020-01-16 02:34:07,
98796344,455.01,,1,4,1,4,4,4,4,1,PC,CP,8.84294,0.008,,1,spoc,03:01:50.99,-16:35:40.18,-369.196,0.14,-268.51,0.147,2458412.70874,0.00091,5.358807,0.000351,1.364837,0.188153,2.715649,0.182642,2498.079346,168.205338,1.368307,.364177,7.379879,420.370331,13.6348,6.86929,.003805,3562,83,4.97389,.060229,.271,.008,,,"4",2019-01-31 17:54:46,2019-12-17 15:43:34,2020-01-16 02:34:07,"two stars on the same pixel; could also be 98796342"
77228304,456.01,,5,5,5,5,5,5,5,5,PC,FP,15.7298,0.016,,1,spoc,04:36:27.98,-41:14:46.3,63.868,0.228,10.099,0.249,2458410.950684,0.001209,0.336826,0.000017,0.883311,0.114655,19.999155,2.391011,18251.292969,2199.779541,15.240658,1.416672,11129.646484,2619.630859,10.402103,39.4781,.1915,5780,,4.438,,1,,,,"4,5",2019-01-31 17:54:45,2019-12-17 15:43:35,2020-01-16 02:34:07,
89256802,457.01,,2,4,4,2,2,4,4,5,PC,,13.741,0.011,,1,spoc,03:54:54.09,-26:25:24.28,95.26,2,61.41,2,2458411.560913,0.001288,1.176044,0.000103,0.982435,0.097701,16.535667,1.730217,15114.523438,1592.319214,2.805385,1.522052,19.413774,535.361633,13.896864,,,3054,97,5.08962,.539242,.183,.041,,,"4",2019-01-31 17:54:45,2019-12-17 15:43:35,2020-03-04 12:58:47,"hint of odd-even"
64071894,458.01,,1,4,1,4,4,4,4,4,PC,,9.6438,0.006,,1,spoc,02:36:32.71,-22:14:41.98,111.699,0.066,27.448,0.084,2458414.163696,0.002296,17.529884,0.003168,2.174637,0.349883,1.382519,0.136213,1272.536987,125.449203,3.127249,1.136508,27.780754,585.538879,10.18843,76.6986,.21015,5164,182,4.5371,.278842,.834429,.104884,,,"4",2019-01-31 17:54:45,2019-12-17 15:43:35,2020-01-16 02:34:07,"two stars in same pixel"
38603673,459.01,,5,5,5,5,5,5,5,5,PC,FP,9.5473,0.006,,1,spoc,04:17:39.61,-61:23:31.24,10.212,0.038,21.583,0.042,2458413.050049,0.001967,4.428047,0.000654,0.917873,0.426928,0.743973,0.091168,684.989685,83.965691,5.631544,5.533537,708.992981,1437,7.379836,286.94,1.764,6559.169922,40.134899,3.95184,.110061,2.04788,.339969,-0.276187,0.0457659,"4",2019-01-31 17:54:45,2019-12-17 15:43:39,2020-01-16 02:34:07,
9804616,460.01,,3,4,4,3,4,4,4,5,PC,,14.1118,0.009,,1,spoc,03:10:34.44,-09:16:36.52,83.543,0.211,-7.547,0.235,2458411.065918,0.000479,0.516835,0.000016,0.936413,0.044024,36.64796,1.465748,33190.707031,1349.093262,6.597837,3.470252,118.667641,841.788208,25.980261,210.988,7.761,3274,101,4.9794,.522163,.273,.06,,,"4",2019-01-31 17:54:44,2019-12-17 15:43:35,2020-03-04 12:58:47,"faint target star"
4646810,461.01,,1,4,1,4,4,1,4,4,PC,,8.8723,0.006,,1,spoc,02:33:05.1,-10:21:07.84,-173.029,0.077,-92.131,0.069,2458416.345947,0.00194,14.490034,0.002807,1.59402,0.35676,0.982821,0.104306,904.801758,96.064682,2.56584,1.066955,29.483107,594.310059,9.984915,45.5621,.08815,4884,96,4.49,.18,.781407,.083917,-0.01,0.06,"4",2019-01-31 17:54:44,2019-12-17 15:43:35,2020-01-16 02:34:07,"may be two single transits"
420049884,462.01,,1,4,1,4,4,4,4,5,PC,,10.6573,0.006,,1,spoc,02:25:06.35,01:19:24.78,26.47,2,-29.74,2,2458414.821045,0.004905,4.106842,0.001393,3.142685,0.698093,0.993893,0.112587,914.990784,103.691292,2.807559,3.564245,238.542404,1002.330933,9.138309,205.366,,5205,183,4.45924,2.00371,.918571,.918571,0.199,0.018,"4",2019-01-31 17:54:53,2019-12-17 15:43:35,2020-01-16 02:34:07,
176831592,463.01,,3,4,3,3,2,4,4,5,PC,,9.1013,0.006,,1,spoc,03:15:49.74,-32:48:08.63,59.356,0.033,10.852,0.038,2458411.535034,0.001297,1.266876,0.000097,1.976753,0.082404,3.816061,0.13557,3508.552979,124.856972,15.186363,10.251426,6207.837891,2263.887451,26.012814,187.812,.942,6497.799805,83,4.17,.16,1.57512,.179832,0.1,0.12,"4",2019-01-31 17:54:48,2019-12-17 15:43:35,2020-01-16 02:34:07,"some odd-even"
398733009,464.01,,3,4,4,3,2,4,4,1,PC,,15.61,0,,1,spoc,02:08:40.75,-09:02:45.76,11.782,0.104,-9.057,0.091,2458411.56189,0.00143,0.818498,0.000082,0.944231,0.133635,60.735517,4.756059,54403.636719,4370.912109,4.470249,.227883,150983.734375,5027.502441,10.879834,2220.36,309.14,31000,,5.59998,,.18,,,,"4",2019-01-31 17:54:53,2019-12-17 15:43:35,2020-03-04 12:58:47,"bright stars nearby"
270380593,465.01,,5,5,5,5,5,5,5,5,KP,KP,10.7307,0.006,,1,spoc,02:11:07.7,02:25:05.5,74.19,0.089,40.056,0.08,2458414.135864,0.000701,3.836317,0.000229,2.389717,0.084547,6.07348,0.131186,5578.265625,120.81916,5.63586,.362515,146.636002,887.523621,34.84919,122.066,.6445,4910,,4.60108,,.76,,,,"4",2019-01-31 17:54:50,2019-12-17 15:43:34,2020-01-16 02:34:07,"WASP-156"
4616072,466.01,,5,5,5,5,5,5,5,5,KP,KP,12.8893,0.011,,1,spoc,06:47:58.62,-21:54:38.56,-3.181,0.017,3.683,0.03,2458469.061646,0.002086,4.18599,0.000656,2.846073,0.152545,14.143288,0.603182,12941.972656,555.396667,19.057358,18.143288,1330.956787,1540.496582,20.633278,772.11,11.145,6675,195,4.20094,,1.5613,1.48549,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,"HATS-45"
20178111,467.01,,5,5,5,5,5,5,5,5,PC,FP,10.2767,0.006,,1,spoc,05:59:35.38,-40:23:44.68,-14.62,0.037,5.776,0.043,2458468.622192,0.001911,1.734422,0.000265,2.183707,0.104703,1.970577,0.15428,1813.322632,142.087357,5.13675,.694865,1231.40686,1510.845825,16.904505,151.504,.5135,5890,191,4.48757,.273706,.976838,.120244,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,"could be on 20178112"
33521996,468.01,,5,5,5,5,5,5,5,5,KP,KP,13.3383,0.007,,1,spoc,05:52:35.23,-19:01:53.86,-2.533,0.042,7.349,0.061,2458469.311646,0.000545,3.325285,0.000149,1.99828,0.045672,39.968186,0.571342,36142.734375,526.087402,10.983007,.176058,42.768913,652.231567,68.375946,169.318,1.058,3724,,4.68255,,.57,,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,"HATS-6; GAIA Rstar=0.7Rsun"
33692729,469.01,,1,4,1,1,4,4,4,2,PC,,8.7615,0.006,,1,spoc,06:12:13.88,-14:38:57.54,-79.262,0.077,162.701,0.077,2458474.567383,0.001922,13.632935,0.00264,4.422229,0.176513,1.312053,0.061321,1207.715332,56.476704,3.685246,.458452,89.07151,783.527893,19.369371,68.192,.17675,6114,194,4.5101,.263951,.988478,.110174,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,
37770169,470.01,,1,4,1,4,4,4,4,5,PC,,10.6995,0.006,,1,spoc,06:16:02.38,-25:01:53.08,52.515,0.028,-67.02,0.039,2458474.492065,0.002071,12.194398,0.002908,3.137287,0.334608,2.836773,0.157259,2609.354492,144.830185,4.255776,1.148177,51.624344,683.649292,18.219587,130.46,.3995,5418,185,4.57259,.29621,.83213,.112169,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,"bright star to N"
47911178,471.01,,5,5,5,5,5,5,5,5,KP,KP,9.79059,0.006,,1,spoc,06:33:24.26,-23:29:09.91,-2.569,0.027,24.992,0.043,2458470.303946,0.000269,3.585617,0.000084,2.720185,0.02,13.460501,0.081849,12321.045878,75.38276,15.523709,.073182,977.475737,1426.087739,179.14503,201.224,1.1455,6400,,4.34435,,1.29,,,,"6",2019-02-22 14:51:22,2020-09-30 09:47:09,2020-09-30 10:00:02,"WASP-101"
52280468,472.01,,5,5,5,5,5,5,5,5,PC,FP,12.3123,0.007,,1,spoc,06:39:28.09,-33:32:24.8,45.069,3.739,18.418,3.739,2458468.72522,0.000065,0.56826,0.000003,1.093578,0.005602,93.645296,0.43772,82635.601562,403.073547,41.564594,7.770934,584.535461,1254.072021,337.59433,,,3294,,4.438,,1,,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-02-04 12:00:17,"no GAIA radius with Teff 3869K; large planet around an M star if real"
52640302,473.01,,5,5,5,5,5,5,5,5,KP,KP,12.0506,0.007,,1,spoc,06:44:27.58,-32:51:30.2,-19.389,0.034,-1.123,0.04,2458469.590332,0.000669,1.573285,0.000088,2.440019,0.050125,18.776449,0.308935,17145.070312,284.499481,14.27412,.253362,1219.422729,1507.156372,38.977436,369.926,3.0025,5400,,4.38782,,1.06,,,,"6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,"WASP-64"
59843967,474.01,,5,5,5,5,5,5,5,5,KP,KP,12.7632,0.007,,1,spoc,06:16:26.9,-22:32:48.78,0.266,0.015,2.484,0.026,2458468.52065,0.000797,2.516825,0.000167,2.534952,0.066669,18.97504,0.333381,17324.826372,307.00836,12.260274,.315132,502.800819,1207.726912,34.0931,416.459,2.7085,5403,,4.50146,,.93,,,,"6",2019-02-22 14:51:22,2020-09-30 09:40:33,2020-09-30 10:00:02,"HATS-4"
100608026,475.01,,1,4,1,4,2,2,4,5,PC,,10.8835,0.006,,1,spoc,05:46:59.6,-32:31:57.15,61.463,0.034,127.149,0.036,2458442.492065,0.003881,8.259618,0.001151,2.557065,0.301334,1.645311,0.14403,1514.240234,132.647903,2.962175,.433395,23.617933,562.250977,12.239309,58.7502,.0718,4105,171,4.60015,.224825,.665406,.063972,,,"5,6",2019-02-22 14:51:22,2019-12-17 15:43:35,2020-01-16 02:34:07,
156987351,476.01,,3,4,3,3,4,4,4,5,PC,,8.8742,0.006,,1,spoc,06:38:19.54,-47:36:49.92,-0.399,0.06,-1.49,0.062,2458469.873657,0.001779,3.062959,0.000493,3.926219,0.061298,7.14624,0.362453,6560.316895,333.775818,16.945509,2.542714,4691.36377,2110.787598,9.201258,244.897,1.922,7691,215,4.11671,.365191,1.94596,.287747,,,"6",2019-02-22 14:51:23,2019-12-17 15:43:35,2020-01-16 02:34:07,"check timing of possible pulsations; giant planet or EB; GAIA Rstar=2.3Rsun"
170102285,477.01,,5,5,5,5,5,5,5,5,KP,KP,11.7583,0.006,,1,spoc,06:44:30.6,-42:45:44.03,-9.014,0.042,-87.771,0.048,2458470.661164,0.000354,2.944405,0.000099,2.45336,0.028374,23.491979,0.198871,21404.512981,183.15036,11.440339,.11837,272.381453,1036.129723,123.08949,207.49,1.0265,5150,,4.55754,,.77,,0.05,0.06,"6",2019-02-22 14:51:23,2020-09-30 09:46:52,2020-09-30 10:00:02,"WASP-23"
172464366,478.01,,5,5,5,5,5,5,5,5,PC,FP,11.0913,0.006,,1,spoc,06:40:38.13,-27:34:16.54,12.581,0.05,33.688,0.073,2458470.046387,0.000448,2.921685,0.000125,3.17791,0.030233,19.237611,0.246999,17562.445312,227.469025,19.091127,3.182325,1458.399658,1576.11853,79.508011,344.517,4.1875,6332,196,4.26074,.377655,1.37266,.22851,,,"6",2019-02-22 14:51:23,2019-12-17 15:43:35,2020-01-16 02:34:07,"centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter."
306362738,479.01,,5,5,5,5,5,5,5,5,KP,KP,10.8164,0.006,,1,spoc,06:04:21.53,-16:57:55.4,54.769,0.05,-19.061,0.056,2458470.819702,0.000351,2.781764,0.000096,2.140641,0.02533,14.423715,0.134236,13196.879883,123.628304,12.284557,.101323,587.562195,1255.692261,115.488434,194.553,1.196,5600,,4.4291,,.98,,,,"6",2019-02-22 14:51:23,2019-12-17 15:43:35,2020-01-16 02:34:07,"WASP-49"
317548889,480.01,,1,4,1,4,4,3,4,1,PC,,6.7799,0.006,,1,spoc,05:53:30.83,-16:15:55.43,-43.419,0.077,-90.042,0.084,2458469.565796,0.002004,6.866196,0.001569,3.556117,0.461265,0.374896,0.028156,345.232056,25.932364,3.083112,1.799577,368.832611,1117.704712,12.347524,54.5306,.12465,6212.629883,49.005699,4.438,,1.62576,.147934,,,"6",2019-02-22 14:51:23,2019-12-17 15:43:35,2020-01-16 02:34:07,"centroid shift may be smaller than reported"
339672028,481.01,,3,5,5,3,4,4,4,5,PC,CP,9.3935,0.006,,1,qlp,07:22:03.04,-57:23:05.99,25.676,0.061,-25.387,0.077,2459038.530172,0.001812,10.33115,0.00001,5.59,0.035,5.125899,0.000072,4710,.066746,11.9659,.592844,209.747,1060,217,179.366,1.0125,5760,189,3.97699,.288134,1.73,.09,,,"27",2019-02-22 14:51:24,2020-09-18 18:44:23,2020-09-18 16:00:01,"possible hot Jupiter"
365639282,482.01,,5,5,5,5,5,5,5,5,PC,FP,13.084,0.007,,1,spoc,05:25:35.76,08:26:25.8,90.8,2,-86.37,2,2458472.412842,0.004222,10.8717,0.00594,2.943958,0.429073,15.972321,1.904575,14603.37207,1752.640625,9.098964,23.361732,4.58694,373.25061,11.663487,173.8201,,3692,65,4.78092,.353337,.488,.074,,,"6",2019-02-22 14:51:24,2019-12-17 15:43:35,2020-01-16 02:34:07,"likely EB on 365639292; wrong period because triggering on spurious event at TJD 1469 instead of transit at TJD 1473. Transit is deeper than reported depth."
393414358,483.01,,5,5,5,5,5,5,5,5,KP,KP,10.439,0.006,,1,spoc,06:17:20.73,-38:19:24.18,-17.558,0.039,-27.297,0.043,2458469.697388,0.000664,4.378015,0.000271,5.415178,0.058142,7.758446,0.068568,7120.322754,63.151173,15.908963,.229485,921.885254,1405.364502,107.983902,290.684,2.021,5570,,4.01069,,1.88,,0.28,0.05,"6",2019-02-22 14:51:24,2019-12-17 15:43:35,2020-01-16 02:34:07,"WASP-63"
427348923,484.01,,3,4,3,5,4,5,5,5,PC,,11.6888,0.006,,1,spoc,05:34:07.65,-00:12:27.94,-25.016,0.076,20.026,0.061,2458468.427002,0.004125,4.730624,0.001619,4.319769,0.485811,2.321836,0.174781,2136.20459,160.966431,3.153407,1.244616,72.209457,743.478271,9.913417,149.953,.952,4425,90,4.57,.13,.693875,.110429,0.034,0.051,"6",2019-02-22 14:51:24,2019-12-17 15:43:35,2020-01-16 02:34:07,"could be on 427348561 which is 3x as large (2 Rsun) and 33% fainter; depth in 561 is 14.4 ppt so Rp=26 Re assuming Gaia lower percentile R* = 1.99."
427352241,485.01,,5,5,5,5,5,5,5,5,PC,FP,9.9955,0.031,,1,spoc,05:34:29.52,-04:24:54.16,-13.311,0.082,-30.295,0.071,2458468.825486,0.002161,1.264563,0.00023,2.263794,0.16145,1.768951,0.116031,1627.93774,106.862656,8.411166,12.036409,1027.02,1577,15.106661,282.205,3.579,6084,193,4.28965,2.00468,1.26709,1.26709,,,"6",2019-02-22 14:51:24,2020-09-30 09:47:30,2020-09-30 10:00:02,"2 stars in same pixel; dmag 0.4"
260708537,486.01,,1,4,1,2,2,4,4,1,PC,,9.36854,0.007,,1,spoc,06:33:49.17,-58:31:30.11,-404.351,0.069,795.85,0.068,2458326.985107,0.003758,1.744738,0.000016,1.336674,0.279264,0.171777,0.098514,158.200333,90.730186,.627402,.97908,47.05999,668.009583,12.587951,15.2142,.00715,3445,87,4.85243,.061474,.427,.013,,,"1,2,3,4,5,6,8,9,10,11,12,13",2018-12-04 21:48:23,2019-12-17 15:43:38,2020-02-14 12:00:17,"follow-up in progress"
31852980,487.01,,1,4,1,1,2,4,4,5,PC,,9.8542,0.007,,1,spoc,03:30:09.73,-70:23:58.5,,,,,2458330.911255,0.005604,24.332541,0.001873,5.756567,0.43611,0.602769,0.05744,555.016296,52.902546,2.727569,2.738268,30.708181,600.389771,8.890672,,,5450,185,4.40968,2.00408,1.0083,1.0083,,,"1,2,3,6",2018-10-22 18:34:50,2019-12-17 15:43:39,2020-01-16 02:34:07,"periods are mismatched with existing .01 and .02"
31852980,487.02,,1,4,1,1,2,4,4,5,PC,,9.8542,0.007,,2,spoc,03:30:09.73,-70:23:58.5,,,,,2458327.136353,0.002867,7.413857,0.000288,3.788912,0.406463,0.495143,0.042763,455.939819,39.38549,2.206745,2.41455,165.141998,998,10.221195,,,5450,185,4.40968,2.00408,1.0083,1.0083,,,"1,2,3,6",2018-10-22 18:34:50,2019-12-17 15:43:33,2020-01-16 02:34:07,"periods are mismatched with existing .01 and .02"
452866790,488.01,,1,4,1,1,4,4,4,5,PC,,11.1972,0.007,,1,spoc,08:02:22.47,03:20:13.79,-403.168,0.086,-381.015,0.048,2458492.202148,0.002097,1.198126,0.000192,1.059702,0.517039,1.141697,0.135914,1050.98938,125.173759,1.161745,1.297553,53.723129,690.494263,9.900291,27.3644,.0376,3332,63,4.91528,.142281,.347,.021,,,"7",2019-03-08 14:44:10,2019-12-17 15:43:35,2020-01-16 02:34:07,
455096220,489.01,,5,5,5,5,5,5,5,5,KP,KP,11.8997,0.006,,1,spoc,08:13:00.17,04:47:13.3,-9.57,0.081,-7.348,0.052,2458492.341309,0.000899,3.646774,0.000246,3.909439,0.078559,10.657764,0.182428,9768.142578,168.008224,14.522787,.291142,1032.209717,1445.645264,43.459698,506.965,12.872,6096,,4.21513,,1.44,,0.12,0.03,"7",2019-03-08 14:44:10,2019-12-17 15:43:35,2020-01-16 02:34:07,"HAT-P-35"
455135327,490.01,,5,5,5,5,5,5,5,5,KP,KP,9.93908,0.006,,1,spoc,08:15:47.96,05:50:12.72,-17.516,0.081,23.782,0.058,2458491.915771,0.000266,2.810577,0.000057,2.206894,0.016816,11.744451,0.090605,10758.745117,83.446449,14.383886,.081052,1199.137085,1500.848877,157.992676,213.985,2.195,6304,,4.35913,,1.22,,0.12,0.03,"7",2019-03-08 14:44:10,2019-12-17 15:43:35,2020-01-16 02:34:07,"HAT-P-30"
468987719,491.01,,5,5,5,5,5,5,5,5,KP,KP,12.7656,0.007,,1,spoc,08:35:42.17,10:12:23.71,-9.051,0.046,-13.686,0.032,2458493.547119,0.001036,3.333395,0.000286,3.154608,0.092968,16.710665,0.374735,15273.253906,345.08374,13.689915,.39006,557.819031,1239.490112,33.698181,528.825,7.483,5645,,4.37683,,1.1,,0.171049,0.0320279,"7",2019-03-08 14:44:10,2019-12-17 15:43:35,2020-01-16 02:34:07,"HAT-P-43"
17746821,492.01,,5,5,5,5,5,5,5,5,KP,KP,11.3155,0.006,,1,spoc,07:52:15.23,12:08:21.65,6.736,0.094,-12.125,0.049,2458493.168579,0.001231,3.122001,0.000285,3.813578,0.079483,7.358411,0.144054,6754.432617,132.669937,15.118677,.233066,1961.78833,1697.394531,38.926884,515.458,16.1965,6280,,4.08133,,1.7,,-0.134,0.01,"7",2019-03-08 14:44:06,2019-12-17 15:43:35,2020-01-16 02:34:07,"HAT-P-50b"
