# tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,comments,logg,logg Err,R_s,R_s Err,R_p,R_p Err,T_eq,T_eff,T_eff Err,Insol_p,SNR_p
183532609,191.01,PC,359.900305,-35.03139,9.109,0.019,1358.920239,0.000342,8.159165,0.000501,4.437074,0.026217,15535.47482,185.4004,WASP-8,4.50501,0,0.94,0,12.359505,0.090212,671.578376,5600,0,48.07373,86.54609
183537452,192.01,PC,357.879533,-39.906726,10.195,0.017,1356.414736,0.000268,3.922743,7.40E-05,2.616187,0.028454,11502.26905,71.8658,WASP-29,4.53527,0,0.81,0,8.569172,0.129548,892.67773,4800,0,150.072046,171.82695
183985250,193.01,PC,358.667547,-37.62802,9.098,0.018,1354.214863,0.000275,0.792072,1.50E-05,0.686972,0.078023,1584.199003,42.921795,Tdur is short for Rstar,4.42223,0.273742,0.989961,0.11991,3.964752,1.358874,1856.024017,5422,185,2804.49951,35.477856
211438925,194.01,PC,5.160559,-23.935731,10.211,0.018,1356.565648,0.000383,4.899379,0.00013,3.342154,0.027737,10351.8249,83.83698,WASP-20,4.23158,0,1.39,0,15.126432,0.098251,1261.129151,5940,0,597.804609,134.42139
230982885,195.01,PC,24.604344,-55.772082,9.956,0.018,1355.490416,0.000138,2.072761,2.00E-05,2.588325,0.012332,13510.21607,47.685387,WASP-97,4.43703,0,1.06,0,12.482019,0.057433,1409.038827,5640,0,931.564316,299.29236
234519192,196.01,PC,14.551711,-64.761619,8.05,0.018,1354.30751,0.001705,1.163088,0.000126,1.805261,0.100137,595.248779,31.477335,v-shaped,3.32048,0.371256,4.17589,0.646514,17.734995,16.675673,3794.903884,6495,198,49014.44898,14.799333
441462736,197.01,PC,353.033649,-21.801397,7.303,0.017,1357.013115,0.004172,14.279001,0.006368,9.207214,0.29331,831.80496,45.163708,evolved star,3.39182,0.291381,3.08985,0.4107,10.267183,1.42518,1196.456735,5105,181,484.293897,14.385106
12421862,198.01,PC,2.2682,-27.1221,9.853,0.04,1356.375417,0.002301,20.427265,0.003312,2.178553,0.580092,1207.668052,111.82804,,4.83739,0.119367,0.444,0.024,1.562493,1.098136,325.269941,3763,65,2.645433,11.134932
410214986,200.01,PC,354.914556,-69.195787,7.771,0.018,1332.309957,,8.1375,,3.253514,0.111849,3576,,The transit was detected with a bunch of false signals due to detrending; But the two transits near epoch 1332.3098 and 1340.4473 looks reasonable;,4.438,0,1.19348,0.133655,7.78,,693.831939,5414,161,54.769421,20.744928
350618622,201.01,PC,87.401712,-54.910734,8.566,0.02,1376.05,,,,4.070756,0.642487,5625,,Single transit (no period),4.35,0.16,1.47856,0.147913,12.08,,821.637572,6461.8,83,107.706562,51.469883
355509914,202.01,PC,15.524836,-59.087778,14.587,0.019,1326.115925,0.002679,1.738316,0.000145,1.436749,0.172887,17370.80998,1709.56,The OOT centroid is wrong; The signal is on target.,4.52746,0.265458,0.787973,0.093596,11.61246,1.759699,1155.866345,4746,178,421.843611,11.086711
259962054,203.01,PC,43.0188,-67.6876,12.17,0.05,1327.729066,0.007615,51.953234,0.010389,6.315533,0.849625,2534.439984,296.2564,M dwarf; first transit is on/near momentum dump; the transit duration is a bit long for the reported period;,5.01682,0.423075,0.241,0.043,1.221202,0.392014,171.001482,3203,63,0.202079,8.938508
281781375,204.01,PC,12.975211,-59.343014,9.197,0.019,1328.032557,0.005254,43.828624,0.007815,4.507978,0.499727,546.296538,70.974144,Only two events;  first event is on/near momentum dump.,4.39973,0.270707,1.04101,0.124806,2.66922,0.59229,512.143197,5605,187,16.258731,7.262499
281575427,205.01,PC,7.975187,-56.965111,9.427,0.017,1326.336481,0.003776,4.251801,0.000517,3.333173,0.711858,311.282536,31.056303,,4.06,0.16,1.49076,0.177007,2.683795,2.73026,1496.658983,6222.5,83,1185.802682,9.437298
55650590,206.01,PC,73.73719,-62.522369,12.472,0.036,1325.542781,0.00105,0.736283,2.90E-05,0.514185,0.352528,1536.869715,204.35117,Gaia indicates it is an M dwarf,4.438,0,1,0,4.240277,3.797452,1172.681137,3358,0,446.931289,9.459942
260271203,207.01,PC,94.218078,-58.229816,13.42,0.019,1414.835781,0.00103,5.649621,0.000499,4.153365,0.074243,47439.1858,753.47375,follow-up in progress,4.31132,0,1.21025,1.21025,27.681535,27.683432,1144.190987,5963,190,405.05602,71.43821
314865962,208.01,PC,53.281311,-72.744226,10.315,0.019,1335.985928,0.005641,22.434498,0.004457,6.343609,0.787534,723.200514,71.88752,Last transit is near a momentum dump so period/depth might be affected. The other two are fine.,4.43001,0.290559,0.990784,0.129253,2.672727,1.372349,615.101269,5493,186,33.830428,9.723619
52204645,209.01,PC,19.394306,-66.902497,10.778,0.018,1325.883984,0.002528,4.379757,0.000333,1.651748,0.451224,1048.286075,90.82954,The signal is likely on target; the centroid offset seen in SPOC report is likely caused by the nearby giant 9th mag star;which has a peak in periodogram at 8.60 days; and causes the second bright spot seen in difference image,4.50955,2.00346,0.823924,0.823924,2.649894,4.129999,888.192103,4892,179,147.07831,11.460917
